场景,step,time,x,y,yaw,speed,ac,steer,solve_time,lat_error,min_obstacle_dist,
dynamic_vehicle_interaction_town05,0,0.000000,44.775852,-84.127823,-1.444275,0.000000,0.000000,0.000000,0.000000,0.083752,,
dynamic_vehicle_interaction_town05,1,0.100000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.180000,58.600903,0.083752,13.656358,
dynamic_vehicle_interaction_town05,2,0.200000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.358147,77.614546,0.083752,13.656358,
dynamic_vehicle_interaction_town05,3,0.300000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.332721,83.148718,0.083752,13.820560,
dynamic_vehicle_interaction_town05,4,0.400000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.153216,62.787533,0.083752,13.984843,
dynamic_vehicle_interaction_town05,5,0.500000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.332365,63.751221,0.083752,12.800664,
dynamic_vehicle_interaction_town05,6,0.600000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.512365,54.726124,0.083752,9.370709,
dynamic_vehicle_interaction_town05,7,0.700000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.580001,51.656246,0.083752,8.992851,
dynamic_vehicle_interaction_town05,8,0.800000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.617285,48.927546,0.083752,8.830871,
dynamic_vehicle_interaction_town05,9,0.900000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.640299,48.725843,0.083752,8.840278,
dynamic_vehicle_interaction_town05,10,1.000000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.654506,49.687624,0.083752,8.981758,
dynamic_vehicle_interaction_town05,11,1.100000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.663275,51.826954,0.083752,9.136490,
dynamic_vehicle_interaction_town05,12,1.200000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.668688,47.311068,0.083752,9.323572,
dynamic_vehicle_interaction_town05,13,1.300000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.672029,48.154593,0.083752,9.488371,
dynamic_vehicle_interaction_town05,14,1.400000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.674092,44.718742,0.083752,9.665327,
dynamic_vehicle_interaction_town05,15,1.500000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.675365,46.283007,0.083752,9.841725,
dynamic_vehicle_interaction_town05,16,1.600000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.676151,47.769308,0.083752,10.019433,
dynamic_vehicle_interaction_town05,17,1.700000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.676636,47.385931,0.083752,10.201615,
dynamic_vehicle_interaction_town05,18,1.800000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.676935,48.220158,0.083752,10.381176,
dynamic_vehicle_interaction_town05,19,1.900000,44.775852,-84.127823,-1.444275,0.000000,0.000000,-0.675010,46.938419,0.083752,10.558940,
dynamic_vehicle_interaction_town05,20,2.000000,44.775852,-84.127823,-1.444275,0.000000,-0.000000,-0.669603,41.277409,0.083752,10.730067,
dynamic_vehicle_interaction_town05,21,2.100000,44.803822,-84.142365,-2.115113,0.827113,8.271129,-0.660905,47.851324,0.057121,10.900328,
dynamic_vehicle_interaction_town05,22,2.200000,44.904079,-84.199318,-4.358766,1.456018,6.292467,-0.614583,43.387175,0.068223,10.615020,
dynamic_vehicle_interaction_town05,23,2.300000,45.043938,-84.274643,-6.899603,1.811039,3.581677,-0.500543,30.469418,0.140000,10.417466,
dynamic_vehicle_interaction_town05,24,2.400000,45.217075,-84.354805,-9.202039,2.086673,2.818184,-0.362564,35.175800,0.215775,10.302016,
dynamic_vehicle_interaction_town05,25,2.500000,45.422241,-84.434189,-10.972305,2.355308,2.763400,-0.228420,28.639793,0.289964,10.185843,
dynamic_vehicle_interaction_town05,26,2.600000,45.658684,-84.509430,-12.069934,2.622841,2.749317,-0.113780,35.412788,0.359223,10.043102,
dynamic_vehicle_interaction_town05,27,2.700000,45.925747,-84.577248,-12.431568,2.889530,2.747472,-0.017073,32.435179,0.420289,9.880369,
dynamic_vehicle_interaction_town05,28,2.800000,46.222263,-84.635193,-12.099321,3.151413,2.686731,0.053550,34.261465,0.470742,9.687522,
dynamic_vehicle_interaction_town05,29,2.900000,46.546787,-84.683815,-11.263201,3.409823,2.622755,0.094835,28.873205,0.511167,9.469066,
dynamic_vehicle_interaction_town05,30,3.000000,46.898426,-84.724976,-10.142806,3.666830,2.586734,0.108931,31.553268,0.543447,9.241162,
dynamic_vehicle_interaction_town05,31,3.100000,47.276539,-84.762428,-8.985974,3.920299,2.537974,0.100718,27.057648,0.571350,8.996153,
dynamic_vehicle_interaction_town05,32,3.200000,47.680111,-84.799980,-7.992897,4.168332,2.480383,0.077403,25.669336,0.598711,8.727120,
dynamic_vehicle_interaction_town05,33,3.300000,48.108013,-84.841606,-7.310126,4.408334,2.403650,0.046482,32.253981,0.629535,8.477573,
dynamic_vehicle_interaction_town05,34,3.400000,48.558323,-84.890846,-7.015173,4.627063,2.196888,0.014552,22.516966,0.667415,8.160998,
dynamic_vehicle_interaction_town05,35,3.500000,49.026371,-84.950195,-7.116065,4.779982,1.543393,-0.013556,23.087263,0.714969,7.826516,
dynamic_vehicle_interaction_town05,36,3.600000,49.503384,-85.020142,-7.546456,4.846619,0.681321,-0.035207,26.335478,0.772899,7.488319,
dynamic_vehicle_interaction_town05,37,3.700000,49.982437,-85.100349,-8.213603,4.866838,0.215434,-0.049661,23.503304,0.841026,7.160610,
dynamic_vehicle_interaction_town05,38,3.800000,50.461521,-85.189766,-9.007702,4.885673,0.197754,-0.056632,23.050070,0.918323,6.842240,
dynamic_vehicle_interaction_town05,39,3.900000,50.941948,-85.287224,-9.831434,4.922349,0.372081,-0.056763,28.575897,1.003573,6.526148,
dynamic_vehicle_interaction_town05,40,4.000000,51.425575,-85.391258,-10.606338,4.970829,0.487110,-0.051620,27.140856,1.095272,6.204285,
dynamic_vehicle_interaction_town05,41,4.100000,51.913074,-85.500275,-11.278094,5.016379,0.456205,-0.043278,28.189659,1.191885,5.884059,
dynamic_vehicle_interaction_town05,42,4.200000,52.401779,-85.612000,-11.777271,5.031385,0.150109,-0.033610,23.743629,1.291296,5.564442,
dynamic_vehicle_interaction_town05,43,4.300000,52.887947,-85.724152,-12.246755,4.999195,-0.321876,-0.025726,22.241831,1.391399,5.253647,
dynamic_vehicle_interaction_town05,44,4.400000,53.376560,-85.836983,-12.536243,5.015875,0.167094,-0.014290,27.592897,1.492309,5.033025,
dynamic_vehicle_interaction_town05,45,4.500000,53.866436,-85.949142,-12.644641,4.985058,-0.307470,-0.004919,24.100065,1.592428,4.734357,
dynamic_vehicle_interaction_town05,46,4.600000,54.357964,-86.059219,-12.622151,5.055101,0.701686,0.003823,24.073362,1.689983,4.449934,
